ts;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;D
1586208342450;232;229;246;249;207;244;238;248;208;223;244;266;202;229;249;261;35
1586208342486;229;228;246;251;210;246;239;248;206;223;243;266;202;231;250;261;35
1586208342522;228;227;244;249;210;248;241;250;207;223;243;264;202;231;250;262;35
1586208342557;230;227;243;247;207;247;241;252;208;224;243;264;201;230;250;262;35
1586208342594;232;229;244;248;206;244;239;250;208;224;244;265;202;230;249;261;35
1586208342629;231;230;246;250;208;245;238;248;207;224;244;266;202;230;249;261;35
1586208342664;229;228;245;250;210;247;239;249;206;223;243;265;202;231;250;262;35
1586208342700;229;227;243;249;210;248;241;251;208;223;243;264;202;231;250;262;35
1586208342736;232;228;243;247;207;246;241;252;209;224;243;264;202;230;249;262;35
1586208342771;232;230;245;248;207;244;238;249;209;224;244;265;203;230;249;261;35
1586208342807;231;230;246;250;210;246;238;248;208;224;244;266;204;231;249;261;35
1586208342843;230;227;244;250;211;248;240;249;208;223;243;265;204;231;250;262;35
1586208342879;231;227;242;247;210;247;241;251;209;223;243;264;203;230;250;262;35
1586208342914;233;229;243;247;208;244;239;251;209;224;244;264;203;229;249;262;35
1586208342950;234;230;246;249;209;244;237;248;209;224;244;266;204;230;249;261;35
1586208342985;231;228;246;250;212;246;238;248;208;223;243;266;204;231;250;261;35
1586208343021;231;226;243;249;212;247;240;250;208;222;242;264;204;231;250;262;35
1586208343057;233;227;242;246;210;246;240;251;209;223;243;264;203;230;250;262;35
1586208343093;235;230;244;247;209;244;238;250;210;224;244;265;203;230;249;262;35
1586208343128;234;230;246;249;211;244;237;247;209;223;244;266;204;230;249;261;35
1586208343164;231;227;245;250;213;246;239;248;208;223;243;265;204;231;250;262;35
1586208343200;231;226;242;247;213;247;241;250;208;223;243;264;204;231;250;262;35
1586208343236;234;228;242;246;210;245;240;251;210;224;243;264;203;230;250;262;35
1586208343271;235;230;245;247;210;243;237;249;209;224;244;265;204;230;249;261;35
1586208343307;233;230;245;249;212;245;238;247;208;223;244;266;204;230;249;261;35
1586208343342;231;227;243;249;213;247;240;248;208;222;243;265;204;231;250;262;35
1586208343378;233;227;241;246;212;247;241;251;209;223;242;264;203;230;250;262;35
1586208343414;236;230;242;245;210;244;239;250;210;224;244;264;203;230;249;262;35
1586208343450;236;231;244;248;210;243;237;248;209;224;244;266;204;230;249;261;35
1586208343486;233;230;244;249;213;246;238;247;208;223;244;266;204;231;250;262;35
1586208343521;234;228;241;247;213;248;240;249;208;223;243;265;204;231;250;262;35
1586208343557;236;229;240;244;211;246;240;251;209;224;243;264;203;230;250;262;35
1586208343593;238;232;242;245;210;244;238;250;210;224;244;265;203;230;249;261;35
1586208343628;237;232;244;247;212;245;237;247;208;224;244;266;204;230;249;261;35
1586208343664;235;230;242;247;214;247;239;248;208;223;243;265;204;231;250;262;35
1586208343700;236;228;239;244;213;247;240;250;208;223;242;264;204;231;250;262;35
1586208343735;238;230;239;243;211;245;240;251;209;224;243;264;203;230;249;262;35
1586208343771;239;233;242;244;210;243;237;248;209;224;244;265;204;230;249;261;35
1586208343807;238;232;242;246;213;245;237;246;208;223;244;266;204;231;249;261;35
1586208343843;236;229;240;246;214;247;239;248;208;223;243;265;204;231;250;262;35
1586208343879;237;229;239;244;212;247;240;251;209;223;243;264;203;231;250;262;35
1586208343914;239;231;240;243;210;244;239;250;210;224;243;265;203;230;249;261;35
1586208343950;239;233;242;245;211;243;237;247;209;224;244;265;204;230;249;261;35
1586208343985;236;231;243;248;214;245;238;247;208;223;244;266;204;231;249;261;35
1586208344021;234;228;241;247;214;247;240;249;208;223;242;265;204;231;250;262;35
1586208344057;236;229;240;244;212;246;240;251;209;223;243;264;203;230;250;262;35
1586208344093;239;231;241;244;210;243;238;250;210;224;244;265;204;230;249;262;35
1586208344128;238;232;243;247;213;244;237;247;209;224;244;266;204;230;249;261;35
1586208344164;235;230;242;248;214;246;238;247;208;222;243;265;204;231;250;261;35
1586208344200;236;228;239;244;214;247;240;250;209;223;242;264;204;231;250;262;35
1586208344235;239;230;239;243;211;245;240;251;209;224;243;264;203;230;249;262;35
1586208344271;240;233;242;244;211;243;237;249;209;224;244;265;203;230;249;261;35
1586208344307;238;232;243;247;213;244;237;247;208;223;244;266;204;231;249;261;35
1586208344343;236;229;241;246;215;247;239;248;208;222;243;265;204;231;250;262;35
1586208344378;237;228;238;243;213;247;241;250;209;223;243;264;203;230;250;262;35
1586208344414;240;231;240;243;211;244;239;250;210;224;243;264;203;230;249;262;35
1586208344450;240;233;242;245;212;243;237;247;209;224;244;266;204;230;249;261;35
1586208344485;238;232;241;246;214;245;238;247;208;223;244;265;204;231;249;261;35
1586208344521;237;229;239;245;214;247;240;249;208;222;243;264;204;231;250;262;35
1586208344557;239;230;237;242;212;246;240;251;209;224;243;264;203;230;250;262;35
